address,contract_name,time_taken,true_count,iteration
0xf61ae54b74a37be4fc11e9f1a35021848d996afc,EmaxClassic,923933,120,12
0xf6e0b8e198a02f7db80a2598b4a849413a76494f,ShibaInuContractFork,811577,71,11
0xf7494cba51d0c8c9d4e027879a0c575ef6f95428,Dieback,52699,17,5
0xf8365adb7c51fdaa3ba390d58860fc434cea782b,TokenMintERC20Token,248951,171,9
0xf8ccad1b25a54ce12f1b1ee56ef0f2a930d3e969,Finder,8186,216,1
0xf9b07802bc63386d8c38925dbde8a48b6b519512,FORPPL,49834,17,4
0xfa302f6711e7a9cb443811ca72166c435e150635,TokenMintERC20Token,50136,17,4
0xfadab74521e9ff2a2fad60b135fd6fe61c8673cf,VenturesCoin,193359,173,10
0xfb36cd4519f246bdabefaa940df399a2ac636289,CodeWithJoe,133659,216,8
0xfc106446fe007ad77fc4c1d20e8d7488a266c432,BBEXAMPLE,49715,17,4
0xfd7f5fc20f3d4fad29c02bdc327c852b5fdd29b1,LUCKY,48607,66,4
0xff9cc755e50707c40ae1add039b9e316cb96ef3b,TokenMintERC20Token,134227,64,8
