address,contract_name,time_taken,true_count,false_count,success
0x243cacb4d5ff6814ad668c3e225246efa886ad5a,TokenMintERC20Token,9660,34,311,true
0x78132543d8e20d2417d8a07d9ae199d458a0d581,TokenMintERC20Token,5244,15,100,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,6100,19,130,true
0x727d9a1e65c62ca72173568828d4a06cdcb80fd6,SPACEJAM,19740,293,0,false
0x727d9a1e65c62ca72173568828d4a06cdcb80fd6,SPACEJAM,11226,69,224,false
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITAERC20Token,6030,19,128,true
0x2f9678085acf1897f63a102e9f7cb835609158d1,TokenMintERC20Token,5445,13,107,true
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITAERC20Token,297241,563,3332,true
0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf,PikachuToken,5925,17,117,true
0x78132543d8e20d2417d8a07d9ae199d458a0d581,TokenMintERC20Token,663753,445,6118,true
0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf,PikachuToken,5718,17,116,true
0x727d9a1e65c62ca72173568828d4a06cdcb80fd6,SPACEJAM,11486,289,4,false
0x727d9a1e65c62ca72173568828d4a06cdcb80fd6,SPACEJAM,37219,293,0,false
0x727d9a1e65c62ca72173568828d4a06cdcb80fd6,SPACEJAM,47298,293,0,false
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,883442,621,6536,true
0xc45efe8b705c97e9d49612443ccb10aec52a2543,ProofOfRyoshi,4087,13,0,true
0xc45efe8b705c97e9d49612443ccb10aec52a2543,ProofOfRyoshi,3896,12,1,true
0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,TokenMintERC20Token,6493,19,133,true
0xc45efe8b705c97e9d49612443ccb10aec52a2543,ProofOfRyoshi,3856,12,1,true
0xc45efe8b705c97e9d49612443ccb10aec52a2543,ProofOfRyoshi,3992,13,0,true
0xc45efe8b705c97e9d49612443ccb10aec52a2543,ProofOfRyoshi,3719,13,0,true
0x869869557b692a5e52402b2c0bc2315fa5f4a3ec,THE7S,3697,13,0,true
0x869869557b692a5e52402b2c0bc2315fa5f4a3ec,THE7S,3834,13,0,true
0x869869557b692a5e52402b2c0bc2315fa5f4a3ec,THE7S,3862,13,0,true
0x869869557b692a5e52402b2c0bc2315fa5f4a3ec,THE7S,3857,12,1,true
