address,contract_name,time_taken,true_count,false_count,success
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITAERC20Token,4738,19,128,true
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITAERC20Token,87927,139,1286,true
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITAERC20Token,111203,148,408,true
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,AKITAERC20Token,117183,148,42,true
0x602f65bb8b8098ad804e99db6760fd36208cd967,TokenMintERC20Token,4409,13,107,true
0x602f65bb8b8098ad804e99db6760fd36208cd967,TokenMintERC20Token,212918,597,2922,true
0x602f65bb8b8098ad804e99db6760fd36208cd967,TokenMintERC20Token,270785,616,650,true
0x602f65bb8b8098ad804e99db6760fd36208cd967,TokenMintERC20Token,284453,618,44,true
0x78132543d8e20d2417d8a07d9ae199d458a0d581,TokenMintERC20Token,4274,16,101,true
0x78132543d8e20d2417d8a07d9ae199d458a0d581,TokenMintERC20Token,200195,220,3354,true
0x78132543d8e20d2417d8a07d9ae199d458a0d581,TokenMintERC20Token,284803,247,1542,true
0x78132543d8e20d2417d8a07d9ae199d458a0d581,TokenMintERC20Token,292966,248,34,true
0xc382e04099a435439725bb40647e2b32dc136806,Cogecoin,4172,17,88,true
0xc382e04099a435439725bb40647e2b32dc136806,Cogecoin,222565,509,3054,true
0xc382e04099a435439725bb40647e2b32dc136806,Cogecoin,296302,542,965,true
0xc382e04099a435439725bb40647e2b32dc136806,Cogecoin,311859,251,40,true
0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf,PikachuToken,4639,17,117,true
0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf,PikachuToken,178396,337,2640,true
0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf,PikachuToken,212189,347,480,true
0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf,PikachuToken,221362,350,36,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,4922,19,130,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,252930,401,3500,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,343209,425,1302,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,354138,425,58,true
0x243cacb4d5ff6814ad668c3e225246efa886ad5a,TokenMintERC20Token,7859,34,311,true
0x243cacb4d5ff6814ad668c3e225246efa886ad5a,TokenMintERC20Token,1014550,496,8974,true
0x243cacb4d5ff6814ad668c3e225246efa886ad5a,TokenMintERC20Token,1249203,507,2118,true
0x243cacb4d5ff6814ad668c3e225246efa886ad5a,TokenMintERC20Token,1266310,509,128,true
0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,TokenMintERC20Token,4892,19,133,true
0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,TokenMintERC20Token,286259,433,3792,true
0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,TokenMintERC20Token,344163,444,719,true
0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,TokenMintERC20Token,354865,444,42,true
0x2dd1b9410c73e16b60240e529e38e30425f00d4e,TokenMintERC20Token,4417,13,108,true
0x2dd1b9410c73e16b60240e529e38e30425f00d4e,TokenMintERC20Token,221151,453,3116,true
0x2dd1b9410c73e16b60240e529e38e30425f00d4e,TokenMintERC20Token,309456,481,1144,true
0x2dd1b9410c73e16b60240e529e38e30425f00d4e,TokenMintERC20Token,321672,482,44,true
