address,contract_name,time_taken,true_count,false_count,success
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3785,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3488,5,0,true
0x922ffa8c0c64854dddfb93320b4aa79d91972ad7,DababyInu,3627,12,6,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3634,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3595,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3753,10,3,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3674,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3576,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3738,13,0,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3690,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3857,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3695,13,0,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3768,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3826,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3841,9,4,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3602,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3719,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3693,13,0,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3779,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3698,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3838,13,0,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3877,5,0,true
0xad0d2a577d2f77952e23a8f26da7386c5915b8f9,TokenMintERC20Token,3858,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3916,13,0,true
0x3be4f8f548f86573ee165a5514016477b91dec0e,TokenMintERC20Token,3598,5,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3842,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3885,13,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3445,14,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3984,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3691,13,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3051,14,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3832,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3631,13,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3066,14,0,true
0x9682e720ddf3b8c667966a72bb62649c58a53d5e,DOGHOUSE,14469,195,95,false
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3964,5,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3448,14,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3955,13,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,3848,5,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,4069,5,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3155,14,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,4009,13,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,4104,5,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3635,5,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3285,14,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,4162,13,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,4023,5,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3453,14,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3984,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3933,13,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,3926,5,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3508,14,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3956,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,4076,13,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,3872,5,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3123,14,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3932,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3890,13,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,3947,4,1,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3351,14,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3829,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,4200,13,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3277,14,0,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,4382,5,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3924,4,1,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,4101,13,0,true
0x3b517706b1a382c07720374401e6c9b70b3b4fda,TetherUSD,3503,8,6,true
0xf037795069cd37a47e3c980f7556cedf349edfd9,TokenMintERC20Token,3595,5,0,true
0x146bba6bb90bfda8e8be72fe390da15a738db16e,TokenMintERC20Token,3812,5,0,true
0xea75671ab1d5c71b29399c0c4eccd5a9dbe41370,TokenMintERC20Token,3895,13,0,true
