address,contract_name,time_taken,true_count,false_count,success
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,17091,338,115,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,26595,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,44350,438,15,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,24592,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,12133,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,71253,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,45587,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,24623,286,167,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,12404,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,15978,282,171,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,17375,291,162,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,22417,246,207,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,20784,418,35,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,46201,413,40,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,17354,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,14771,403,50,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,21199,292,161,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,14207,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,12658,291,162,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,20101,375,78,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,21399,286,167,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,17345,337,116,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,17448,291,162,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,8568,438,15,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,12078,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,27338,282,171,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,11143,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,21273,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,7116,409,44,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,15160,287,166,false
0x8c867db31072f160cbfe1311d8a6cd85806dd6b4,Zeus,27889,413,40,false
