address,contract_name,time_taken,true_count,false_count,success
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,464,82,237,false
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,935,82,237,false
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,1329,82,237,false
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,1839,82,237,false
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,2390,82,237,false
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,2818,7,230,false
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,482,7,267,false
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,952,7,267,false
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,1501,7,267,false
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,1972,0,267,false
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,2419,0,267,false
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,2864,0,267,false
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,1149,0,219,false
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,710,12,282,false
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,480,81,221,false
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,957,81,221,false
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,1385,81,221,false
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,1814,81,221,false
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,2290,81,221,false
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,2837,81,221,false
0x161cddfb1fb7921a01d45c147f44670bb060ace5,TokenMintERC20Token,472,0,202,false
0x161cddfb1fb7921a01d45c147f44670bb060ace5,TokenMintERC20Token,992,0,202,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,889,13,798,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,2674,20,780,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,3395,7,773,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,4444,28,746,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,5478,28,746,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,6145,17,731,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,6954,17,731,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,7828,17,731,false
0x1b1f07cfbb73c5c6e2fe19abeb018da7b40173c3,PEEL,8767,17,731,false
0x1d2dac9a2582e35463c12cd5fdf175afc7bb4f3a,SocialMoney,705,17,509,false
0x1d2dac9a2582e35463c12cd5fdf175afc7bb4f3a,SocialMoney,1474,17,509,false
0x1d2dac9a2582e35463c12cd5fdf175afc7bb4f3a,SocialMoney,2333,17,509,false
0x1d2dac9a2582e35463c12cd5fdf175afc7bb4f3a,SocialMoney,3132,17,509,false
0x1d2dac9a2582e35463c12cd5fdf175afc7bb4f3a,SocialMoney,3965,17,509,false
0x1d2dac9a2582e35463c12cd5fdf175afc7bb4f3a,SocialMoney,4712,17,509,false
0x1f6cb817ee3e64afe0c03617e51c55e047a2953e,CHIMERA,734,17,204,false
0x1f6cb817ee3e64afe0c03617e51c55e047a2953e,CHIMERA,1487,17,204,false
0x1f6cb817ee3e64afe0c03617e51c55e047a2953e,CHIMERA,2278,17,204,false
0x1f6cb817ee3e64afe0c03617e51c55e047a2953e,CHIMERA,2984,17,204,false
0x1f6cb817ee3e64afe0c03617e51c55e047a2953e,CHIMERA,3586,17,204,false
0x1f6cb817ee3e64afe0c03617e51c55e047a2953e,CHIMERA,4230,17,204,false
0x21a7c981905077cf876dd1258adccfe638d6d875,TokenMintERC20Token,780,18,195,false
0x21a7c981905077cf876dd1258adccfe638d6d875,TokenMintERC20Token,1450,18,195,false
0x21a7c981905077cf876dd1258adccfe638d6d875,TokenMintERC20Token,2085,18,195,false
0x21a7c981905077cf876dd1258adccfe638d6d875,TokenMintERC20Token,2760,18,195,false
0x21a7c981905077cf876dd1258adccfe638d6d875,TokenMintERC20Token,3496,18,195,false
0x21a7c981905077cf876dd1258adccfe638d6d875,TokenMintERC20Token,4226,18,195,false
0x2676bde5700d5189eb6787629969497521f936dc,TokenMintERC20Token,635,18,180,false
0x2676bde5700d5189eb6787629969497521f936dc,TokenMintERC20Token,1315,18,180,false
0x2676bde5700d5189eb6787629969497521f936dc,TokenMintERC20Token,1891,18,180,false
